id, TFT, TEC, level, cd
0,5304.000000,9032.000000,1,inf
1,139.062469,11829.241211,1,inf
2,611.923096,9860.599609,1,0.888940
3,448.749390,11517.386719,1,0.738644
4,1256.000000,9468.000000,1,0.345676
5,333.715851,11776.093750,1,0.171446
6,1446.769287,9345.799805,1,0.164725
7,2783.000000,9042.799805,1,0.137659
8,3332.000000,9032.000000,1,0.133775
9,4433.000000,9032.000000,1,0.124300
10,3899.000000,9032.000000,1,0.113457
11,4156.000000,9032.000000,1,0.103389
12,4798.000000,9032.000000,1,0.096807
13,2033.000000,9190.799805,1,0.095931
14,1687.000000,9240.646484,1,0.094172
15,3570.000000,9032.000000,1,0.079962
16,4933.000000,9032.000000,1,0.073573
17,2354.000000,9042.799805,1,0.072504
18,5178.000000,9032.000000,1,0.071830
19,2244.000000,9141.799805,1,0.071669
20,2613.000000,9042.799805,1,0.055556
21,1739.000000,9240.646484,1,0.045700
22,2353.000000,9104.799805,1,0.043390
23,1839.000000,9190.799805,1,0.039110
24,1831.000000,9190.799805,1,0.037181
25,2309.000000,9139.799805,1,0.034331
26,2621.000000,9042.799805,1,0.032914
27,3454.000000,9032.000000,1,0.025751
28,3486.000000,9032.000000,1,0.020329
29,3465.000000,9032.000000,1,0.004066
