id, TFT, TEC, level, cd
0,993.946777,13073.656250,1,inf
1,4834.000000,9032.000000,1,inf
2,1320.833130,12036.193359,1,0.388401
3,2125.692383,9719.722656,1,0.335505
4,2073.585693,10424.708984,1,0.289184
5,2414.000000,9427.000000,1,0.281372
6,1826.765137,10923.440430,1,0.222978
7,1705.460693,11347.412109,1,0.194744
8,2061.816406,10821.277344,1,0.187673
9,1629.560669,11832.253906,1,0.165746
10,2891.000000,9388.000000,1,0.156836
11,1652.638916,11527.259766,1,0.139727
12,1498.671875,12035.097656,1,0.130856
13,4156.000000,9032.000000,1,0.092515
14,3623.000000,9149.000000,1,0.083853
15,4561.000000,9032.000000,1,0.082551
16,3897.000000,9042.799805,1,0.073504
17,3235.000000,9149.000000,1,0.072005
18,4742.000000,9032.000000,1,0.071093
19,3132.076904,9306.077148,1,0.068846
20,3145.000000,9159.000000,1,0.065667
21,3064.000000,9352.000000,1,0.060080
22,3748.000000,9139.000000,1,0.059432
23,4425.000000,9032.000000,1,0.058853
24,3774.000000,9067.722656,1,0.057656
25,3426.000000,9149.000000,1,0.054947
26,2945.000000,9352.000000,1,0.053959
27,3412.000000,9149.000000,1,0.052213
28,4335.000000,9032.000000,1,0.047656
29,4242.000000,9032.000000,1,0.046614
