id, TFT, TEC, level, cd
0,4834.000000,9032.000000,1,inf
1,1844.766479,16422.980469,1,0.193994
2,4332.429199,10625.152344,1,0.411897
3,3839.112549,10866.296875,1,0.233105
4,2144.640869,15667.041016,1,0.239501
5,3019.209961,12697.537109,1,0.183788
6,2165.931396,14431.923828,1,0.202649
7,3224.781738,11942.714844,1,0.039838
8,4635.000000,9233.000000,1,0.134124
9,3395.520996,11366.056641,1,0.145165
10,3685.991943,10878.030273,1,0.106082
11,2002.141479,15888.419922,1,0.112747
12,1944.653687,16058.828125,1,0.118043
13,3362.283203,11788.748047,1,0.114910
14,2346.395020,13797.941406,1,0.108787
15,2994.355957,13019.112305,1,0.103539
16,2194.938965,13932.934570,1,0.102085
17,2852.647461,13098.201172,1,0.081629
18,3538.871094,10966.888672,1,0.073171
19,3252.810547,11911.512695,1,0.062565
20,2188.969238,14209.230469,1,0.073651
21,2431.067383,13327.650391,1,0.174085
22,2809.520508,13206.994141,1,0.160384
23,3196.474121,12084.205078,1,0.161522
24,4530.000000,9340.000000,1,0.274172
25,2414.254639,13617.937500,1,0.046019
26,1607.229736,16748.906250,1,inf
27,2415.956299,13609.173828,1,0.042827
28,3498.089600,10993.309570,1,0.096152
29,4639.615234,9326.815430,2,inf
