id, TFT, TEC, level, cd
0,4834.000000,9032.000000,1,inf
1,1607.229736,16748.906250,1,inf
2,1629.560669,11832.253906,1,0.767554
3,2414.000000,9427.000000,1,0.446940
4,3037.000000,9352.000000,1,0.211159
5,1985.446777,11730.279297,1,0.208564
6,2225.202637,10902.606445,1,0.198035
7,4035.000000,9100.400391,1,0.111971
8,3705.000000,9139.000000,1,0.102529
9,2007.129395,11125.750977,1,0.099900
10,4242.000000,9032.000000,1,0.095451
11,4464.000000,9032.000000,1,0.085534
12,4742.000000,9032.000000,1,0.084605
13,4561.000000,9032.000000,1,0.069419
14,3235.000000,9149.000000,1,0.066578
15,3426.000000,9149.000000,1,0.065390
16,3623.000000,9149.000000,1,0.063841
17,3412.000000,9149.000000,1,0.060488
18,2243.202637,10902.606445,1,0.058695
19,4156.000000,9032.000000,1,0.046765
20,3200.000000,9155.769531,1,0.041287
21,3064.000000,9352.000000,1,0.038875
22,2147.964355,10904.035156,1,0.038455
23,3159.000000,9343.769531,1,0.038013
24,2052.097168,11064.652344,1,0.037932
25,3169.000000,9309.769531,1,0.037068
26,2085.669189,10906.320312,1,0.034951
27,4106.153809,9068.000000,1,0.031900
28,4518.000000,9032.000000,1,0.030061
29,2221.202637,10902.606445,1,0.023937
