id, TFT, TEC, level, cd
0,4834.000000,9032.000000,1,inf
1,139.062469,11829.241211,1,inf
2,888.565735,11210.494141,1,0.639941
3,333.715851,11776.093750,1,0.380840
4,991.258057,10377.787109,1,0.365599
5,1645.000000,9405.000000,1,0.220110
6,1625.153809,9848.785156,1,0.205705
7,3260.923096,9075.200195,1,0.158564
8,1501.630371,10361.576172,1,0.154908
9,1187.258057,10365.787109,1,0.114502
10,3676.000000,9042.799805,1,0.108032
11,1512.076904,10126.000000,1,0.096375
12,4156.000000,9032.000000,1,0.092866
13,3032.000000,9102.646484,1,0.091884
14,3899.000000,9032.000000,1,0.090337
15,1766.000000,9317.000000,1,0.088542
16,2772.000000,9216.000000,1,0.085806
17,2249.000000,9317.000000,1,0.081372
18,2459.000000,9314.000000,1,0.075353
19,4633.000000,9032.000000,1,0.072418
20,2596.000000,9216.000000,1,0.072151
21,4335.000000,9032.000000,1,0.071992
22,2082.000000,9317.000000,1,0.071566
23,1599.000000,9953.000000,1,0.070545
24,1913.000000,9317.000000,1,0.067307
25,2492.000000,9251.000000,1,0.064215
26,4494.000000,9032.000000,1,0.063473
27,2829.000000,9114.799805,1,0.059608
28,3750.000000,9042.799805,1,0.059081
29,1583.000000,10021.000000,1,0.054083
