id, TFT, TEC, level, cd
0,4834.000000,9032.000000,1,inf
1,1607.229736,16748.906250,1,inf
2,4171.677734,10399.600586,1,0.292295
3,2924.474121,12084.845703,1,0.237954
4,3718.697021,10751.223633,1,0.212515
5,2063.831543,14949.221680,1,0.202449
6,1779.096802,16327.768555,1,0.193994
7,2130.987061,14634.278320,1,0.188729
8,2852.647461,13098.201172,1,0.181039
9,2002.141479,15888.419922,1,0.180723
10,4349.000000,10003.000000,1,0.173721
11,2143.033936,13682.230469,1,0.143747
12,2620.790283,13324.762695,1,0.132921
13,1944.653687,16058.828125,1,0.126056
14,3196.474121,12084.205078,1,0.124215
15,3252.810547,11911.512695,1,0.119841
16,3296.279785,11398.093750,1,0.115292
17,4757.000000,9032.000000,1,0.114666
18,4371.307617,9536.430664,1,0.113876
19,4464.000000,9032.000000,1,0.103899
20,2369.011719,13468.339844,1,0.102033
21,2809.520508,13206.994141,1,0.101213
22,2177.140625,13635.374023,1,0.097749
23,4426.615234,9309.845703,1,0.080997
24,2431.067383,13327.650391,1,0.075708
25,3376.737793,11025.708984,1,0.065837
26,3498.089600,10993.309570,1,0.057869
27,3303.963623,11144.145508,1,0.049160
28,4457.000000,9116.322266,1,0.047591
29,3685.991943,10878.030273,1,0.042665
