id, TFT, TEC, level, cd
0,4834.000000,9032.000000,1,inf
1,993.946777,13073.656250,1,inf
2,1216.761475,11677.464844,1,0.554147
3,2125.692383,9719.722656,1,0.335505
4,2414.000000,9427.000000,1,0.269524
5,1652.638916,11527.259766,1,0.208926
6,2073.585693,10424.708984,1,0.199835
7,2061.816406,10821.277344,1,0.175837
8,2836.000000,9378.000000,1,0.129049
9,1826.765137,10923.440430,1,0.117101
10,1746.039551,11235.558594,1,0.105877
11,2072.000000,10470.876953,1,0.101185
12,1782.288330,11000.354492,1,0.098247
13,1705.460693,11347.412109,1,0.096496
14,4156.000000,9032.000000,1,0.089322
15,4561.000000,9032.000000,1,0.082551
16,3235.000000,9149.000000,1,0.080264
17,3403.000000,9087.200195,1,0.079558
18,3672.000000,9067.722656,1,0.079037
19,3899.000000,9032.000000,1,0.077082
20,3064.000000,9352.000000,1,0.074586
21,4742.000000,9032.000000,1,0.071093
22,3106.000000,9220.000000,1,0.068846
23,3860.000000,9032.000000,1,0.063786
24,3385.000000,9087.200195,1,0.059040
25,4425.000000,9032.000000,1,0.058853
26,2945.000000,9352.000000,1,0.058776
27,3688.000000,9067.722656,1,0.057796
28,3145.000000,9159.000000,1,0.051160
29,4335.000000,9032.000000,1,0.047656
