id, TFT, TEC, level, cd
0,4834.000000,9032.000000,1,inf
1,1607.229736,16748.906250,1,inf
2,1753.277222,13508.773438,1,0.653806
3,2414.000000,9427.000000,1,0.485815
4,2243.202637,10902.606445,1,0.273612
5,1843.944336,12269.658203,1,0.265511
6,3159.000000,9343.769531,1,0.249171
7,2020.098145,11637.140625,1,0.143819
8,1914.197510,11844.698242,1,0.136557
9,2052.097168,11064.652344,1,0.127488
10,4742.000000,9032.000000,1,0.097931
11,3783.000000,9149.000000,1,0.089873
12,4518.000000,9032.000000,1,0.086154
13,4464.000000,9032.000000,1,0.085534
14,3922.000000,9149.000000,1,0.078097
15,4242.000000,9032.000000,1,0.077787
16,3235.000000,9149.000000,1,0.066578
17,3412.000000,9149.000000,1,0.065490
18,3426.000000,9149.000000,1,0.065390
19,3623.000000,9149.000000,1,0.063841
20,4156.000000,9032.000000,1,0.052561
21,3632.000000,9149.000000,1,0.049585
22,2182.202637,11041.006836,1,0.049521
23,4051.000000,9100.400391,1,0.046363
24,4035.000000,9100.400391,1,0.046276
25,3200.000000,9155.769531,1,0.041287
26,3169.000000,9309.769531,1,0.037068
27,2190.202637,11003.218750,1,0.030703
28,4192.000000,9032.000000,1,0.017665
29,4213.000000,9032.000000,1,0.015495
