id, TFT, TEC, level, cd
0,5304.000000,9032.000000,1,inf
1,139.062469,11829.241211,1,inf
2,427.331146,10576.661133,1,0.379456
3,239.846130,10946.640625,1,0.366238
4,427.518951,9899.579102,1,0.282121
5,640.769226,9554.799805,1,0.232969
6,1117.000000,9378.646484,1,0.187398
7,344.461517,10916.025391,1,0.168565
8,1446.769287,9345.799805,1,0.127474
9,616.000000,9758.984375,1,0.124514
10,4433.000000,9032.000000,1,0.124300
11,3899.000000,9032.000000,1,0.113457
12,3078.000000,9032.000000,1,0.110155
13,3570.000000,9032.000000,1,0.109779
14,4156.000000,9032.000000,1,0.103389
15,2354.000000,9042.799805,1,0.103307
16,4798.000000,9032.000000,1,0.096807
17,2153.000000,9082.646484,1,0.096337
18,3332.000000,9032.000000,1,0.095258
19,2783.000000,9042.799805,1,0.093891
20,1687.000000,9240.646484,1,0.091209
21,590.000000,9875.599609,1,0.086754
22,1830.000000,9104.799805,1,0.085565
23,2613.000000,9042.799805,1,0.083060
24,1270.769287,9371.799805,1,0.075590
25,4933.000000,9032.000000,1,0.073573
26,5178.000000,9032.000000,1,0.071830
27,1930.000000,9082.646484,1,0.070457
28,1745.000000,9221.799805,1,0.063531
29,1696.000000,9225.646484,1,0.012720
