id, TFT, TEC, level, cd
0,139.062469,11829.241211,1,inf
1,5304.000000,9032.000000,1,inf
2,208.615356,10191.500977,1,0.691600
3,972.000000,9283.799805,1,0.239812
4,640.769226,9554.799805,1,0.238802
5,1379.000000,9283.799805,1,0.168736
6,222.384613,9939.793945,1,0.146743
7,616.000000,9758.984375,1,0.124514
8,4433.000000,9032.000000,1,0.124300
9,3899.000000,9032.000000,1,0.113457
10,3570.000000,9032.000000,1,0.109779
11,4156.000000,9032.000000,1,0.103389
12,4798.000000,9032.000000,1,0.096807
13,3332.000000,9032.000000,1,0.095258
14,2354.000000,9042.799805,1,0.094594
15,427.518951,9899.579102,1,0.094124
16,3078.000000,9032.000000,1,0.090224
17,590.000000,9875.599609,1,0.086754
18,2613.000000,9042.799805,1,0.083060
19,1770.000000,9104.799805,1,0.077351
20,5178.000000,9032.000000,1,0.075691
21,4933.000000,9032.000000,1,0.073573
22,1930.000000,9082.646484,1,0.070457
23,2866.000000,9042.799805,1,0.060977
24,2198.000000,9082.646484,1,0.053161
25,2153.000000,9082.646484,1,0.051888
26,2783.000000,9042.799805,1,0.048984
27,1680.000000,9104.799805,1,0.030010
28,1580.000000,9104.799805,1,0.030010
29,1830.000000,9104.799805,1,0.029992
