id, TFT, TEC, level, cd
0,5260.000000,9032.000000,1,inf
1,139.062469,11829.241211,1,inf
2,1433.692383,9664.200195,1,0.432863
3,991.258057,10377.787109,1,0.356437
4,850.303101,11178.771484,1,0.346528
5,1187.258057,10365.787109,1,0.341501
6,333.715851,11776.093750,1,0.338773
7,722.241821,11200.164062,1,0.314417
8,1645.000000,9405.000000,1,0.189014
9,2249.000000,9317.000000,1,0.105079
10,4834.000000,9032.000000,1,0.101934
11,3899.000000,9032.000000,1,0.099201
12,3032.000000,9102.646484,1,0.098501
13,3260.923096,9075.200195,1,0.091957
14,4156.000000,9032.000000,1,0.085141
15,5248.000000,9032.000000,1,0.083188
16,2459.000000,9314.000000,1,0.071047
17,2596.000000,9216.000000,1,0.067190
18,4335.000000,9032.000000,1,0.066004
19,2082.000000,9317.000000,1,0.065613
20,1913.000000,9317.000000,1,0.062780
21,2492.000000,9251.000000,1,0.061787
22,2829.000000,9114.799805,1,0.060599
23,3423.000000,9059.000000,1,0.059201
24,4494.000000,9032.000000,1,0.058192
25,3648.000000,9032.000000,1,0.057997
26,2772.000000,9216.000000,1,0.052956
27,1766.000000,9317.000000,1,0.052334
28,4633.000000,9032.000000,1,0.039836
29,2793.000000,9175.476562,1,0.030696
