id, TFT, TEC, level, cd
0,139.062469,11829.241211,1,inf
1,5304.000000,9032.000000,1,inf
2,448.749390,11517.386719,1,0.738644
3,611.923096,9860.599609,1,0.661002
4,1256.000000,9468.000000,1,0.308559
5,616.000000,9758.984375,1,0.265054
6,333.715851,11776.093750,1,0.171446
7,1446.769287,9345.799805,1,0.164725
8,2783.000000,9042.799805,1,0.137659
9,3332.000000,9032.000000,1,0.127591
10,4433.000000,9032.000000,1,0.124300
11,3899.000000,9032.000000,1,0.113457
12,4156.000000,9032.000000,1,0.103389
13,4798.000000,9032.000000,1,0.096807
14,2033.000000,9190.799805,1,0.096233
15,1687.000000,9240.646484,1,0.094172
16,5178.000000,9032.000000,1,0.075691
17,3570.000000,9032.000000,1,0.073573
18,4933.000000,9032.000000,1,0.073573
19,2354.000000,9042.799805,1,0.072504
20,2244.000000,9141.799805,1,0.071669
21,2613.000000,9042.799805,1,0.051501
22,1739.000000,9240.646484,1,0.045700
23,2353.000000,9104.799805,1,0.043390
24,1839.000000,9190.799805,1,0.039110
25,1831.000000,9190.799805,1,0.036879
26,2309.000000,9139.799805,1,0.034331
27,2621.000000,9042.799805,1,0.031559
28,3442.000000,9032.000000,1,0.023621
29,3519.000000,9032.000000,1,0.016264
