id, TFT, TEC, level, cd
0,1320.833130,12036.193359,1,inf
1,4834.000000,9032.000000,1,inf
2,2125.692383,9719.722656,1,0.429002
3,2073.585693,10424.708984,1,0.418705
4,2414.000000,9427.000000,1,0.328260
5,1864.398193,11717.856445,1,0.308768
6,1629.560669,11832.253906,1,0.260686
7,2062.364014,10923.440430,1,0.219133
8,1917.511475,11150.888672,1,0.210009
9,2891.000000,9388.000000,1,0.170703
10,3748.000000,9139.000000,1,0.107935
11,4156.000000,9032.000000,1,0.101797
12,2052.097168,11064.652344,1,0.096825
13,3623.000000,9149.000000,1,0.094984
14,4561.000000,9032.000000,1,0.090232
15,3132.076904,9306.077148,1,0.087300
16,3897.000000,9042.799805,1,0.082726
17,3145.000000,9159.000000,1,0.081582
18,3235.000000,9149.000000,1,0.079328
19,4742.000000,9032.000000,1,0.077708
20,3878.000000,9042.799805,1,0.074434
21,3064.000000,9352.000000,1,0.068536
22,4425.000000,9032.000000,1,0.064329
23,1930.847900,11101.857422,1,0.060849
24,3426.000000,9149.000000,1,0.060060
25,3412.000000,9149.000000,1,0.054367
26,4335.000000,9032.000000,1,0.052090
27,4242.000000,9032.000000,1,0.050951
28,2945.000000,9352.000000,1,0.039281
29,2926.000000,9352.000000,1,0.027354
