id, TFT, TEC, level, cd
0,4834.000000,9032.000000,1,inf
1,802.559082,12747.141602,1,inf
2,1729.193604,10594.798828,1,0.506684
3,2249.000000,9317.000000,1,0.497735
4,937.401917,11468.021484,1,0.290079
5,834.184937,11988.086914,1,0.249749
6,1376.313721,11270.342773,1,0.223567
7,1661.238037,11102.861328,1,0.172204
8,926.569580,11933.568359,1,0.165588
9,2533.000000,9251.000000,1,0.113259
10,3690.000000,9032.000000,1,0.111375
11,4156.000000,9032.000000,1,0.108150
12,1556.313477,11207.790039,1,0.097163
13,3345.000000,9042.799805,1,0.090221
14,3899.000000,9032.000000,1,0.089794
15,1913.000000,9317.000000,1,0.083345
16,2938.000000,9208.000000,1,0.073255
17,2596.000000,9216.000000,1,0.068705
18,3260.923096,9075.200195,1,0.066959
19,4335.000000,9032.000000,1,0.066726
20,2772.000000,9216.000000,1,0.065406
21,1766.000000,9317.000000,1,0.063358
22,4561.000000,9032.000000,1,0.059284
23,4425.000000,9032.000000,1,0.056059
24,1617.880127,11131.981445,1,0.054270
25,3081.000000,9102.646484,1,0.053411
26,3794.000000,9032.000000,1,0.051843
27,3133.000000,9102.646484,1,0.044630
28,2851.000000,9208.000000,1,0.043330
29,3032.000000,9102.646484,1,0.042859
